내용,종류,수준
수영선수 두 명이 사람들에게 수영하는 법을 가르치고 있다.,문장,상
오렌지색 기득권 남자가 버스 카메라에서 멀리 떨어져 있다.,문장,상
지하철 직원은 모든 버스 승객들이 안전한지 확인하고 있다.,문장,상
남자들은 코너 테이블에서 보는 남자로서 스포츠를 하고 있다.,문장,상
자전거 헬멧을 쓴 남자가 휴대폰으로 이야기하고 있다.,문장,상
콧수염을 기른 남자가 베이글을 가지고 일하고 있다.,문장,상
아이스하키 선수가 얼음 위에서 허리를 굽히고 있다.,문장,상
여성 마네킹이 창문에서 반나체 포즈를 취하고 있다.,문장,상
그 커플은 놀이공원에서 즐거운 시간을 보내고 있다.,문장,상
여자는 팜플렛에서 피닉스 대학에 대한 정보를 얻는다.,문장,상
아름다운 푸른 물의 사람들이 멋진 파도를 서핑한다.,문장,상
경찰은 도시 길모퉁이에서 셔츠 없는 남자를 체포하고 있다.,문장,상
머리카락을 모하크에 겔화한 남자가 그늘에 앉아 있다.,문장,상
젊은이들은 공과 막대기가 포함된 야외 스포츠를 한다.,문장,상
많은 사람들이 접이식 의자에서 행사를 기다리고 있다.,문장,상
두 명의 아프리카 소년들이 화창한 날에 자전거를 공유한다.,문장,상
이 남자는 야외 스케이트보드에서 스턴트를 하고 있다.,문장,상
이상한 옷을 입은 사람이 그녀의 우주선에 탑승한다.,문장,상
모자와 안전조끼를 입은 남자가 관목을 다듬고 있다.,문장,상
길을 건너려고 기다리는 사람들이 잔디밭 의자에 앉아 있다.,문장,상
청바지와 선글라스를 쓴 두 남자가 말발굽을 연주하고 있다.,문장,상
청바지와 선글라스를 쓴 두 여자가 말발굽을 연주하고 있다.,문장,상
우산을 든 관광객들이 피켓 울타리를 통해 들여다보고 있다.,문장,상
가죽 코트를 입은 남자가 색소폰을 마이크에 대고 연주한다.,문장,상
한 무리의 모토크로스 레이서들이 담배를 나눠 피우고 있다.,문장,상
몇몇 남자들이 경주를 위해 오토바이를 정렬하고 있다.,문장,상
노란색 안전 조끼를 입은 사람이 나뭇잎을 긁어모으고 있다.,문장,상
아프리카 가정은 야외에서 유대감을 갖는 시간을 보내고 있다.,문장,상
남자는 어떤 동물로부터도 도움을 받지 못하고 있다.,문장,상
한 수영팀이 릴레이 대회를 위해 수영장에서 연습하고 있다.,문장,상
큰 고양이와 작은 고양이가 장난감을 가지고 걷는다.,문장,상
빨간 드레스를 입은 여자가 백파이프를 연주하고 있다.,문장,상
일부 건설 노동자들이 작업장에서 수다를 떨고 있다.,문장,상
소방관이 앉아서 불이 나기를 기다리며 식사를 한다.,문장,상
남자와 여자는 사진이 찍히기 위해 빠르게 움직이고 있었다.,문장,상
수영복을 입은 아이들이 도시 지역의 분수대에서 놀고 있다.,문장,상
그 노파는 화려한 가게를 거닐면서 검은 지갑을 움켜잡는다.,문장,상
한 무리의 사람들이 스크린에서 스포츠를 보고 있다.,문장,상
올림픽 팬들은 밖에서 스크린에서 행사를 보고 있다.,문장,상
한 쌍의 여자가 아이스링크에서 즐거운 시간을 보내고 있다.,문장,상
두 명의 스피드 스케이터가 경주에서 직진하고 있다.,문장,상
드레스를 입은 여자가 그림으로 포즈를 취하고 있다.,문장,상
어떤 소녀들은 휴대폰을 사용하여 채프와 문자를 보내고 있다.,문장,상
한 사람이 강아지를 저글링하면서 자전거를 타고 있다.,문장,상
어린 소년은 주위의 모든 사람들에게 혼란스러워 한다.,문장,상
여자는 점심시간에 음료수의 봉인을 깨뜨릴 수 없다.,문장,상
남자는 부분적으로 실루엣이 있고 어두운 물체에 기대어 있다.,문장,상
남성과 여성 발레리나는 푸른 빛의 무대에서 공연한다.,문장,상
한 어린 소년이 미술관에서 망원경을 무기로 사용하고 있다.,문장,상
자전거를 밀고 있는 남자는 자전거를 소유하고 있다.,문장,상
두 명의 스모 레슬링 선수가 링 한가운데에서 고군분투한다.,문장,상
분홍색 스노보드를 탄 스노보더가 점프를 하고 있다.,문장,상
한 어린 소년이 그에게서 튕겨나가는 축구공을 쫓는다.,문장,상
수술복을 입은 남자가 의료기기 옆에서 하품을 한다.,문장,상
카우보이는 로데오를 타는 동안 그의 말을 붙잡으려고 한다.,문장,상
건설 노동자들이 터널의 측면 패널에서 일하고 있다.,문장,상
건설 노동자들은 터널에서 일하기 위해 도구를 사용하고 있다.,문장,상
오타와 세너터스의 작은 아이가 장난감을 가지고 저지를 한다.,문장,상
몇몇 사람들이 버스 터미널에서 낙담하여 앉아 있다.,문장,상
소년들은 울타리 반대편에서 흥미로운 것을 보고 있다.,문장,상
모자와 저지를 입은 남자가 스케이트보드 위에 있다.,문장,상
워터파크에서 어머니와 딸이 공중에서 공을 치고 있다.,문장,상
한 젊은이가 고등학교 밴드에서 튜바를 연주하고 있다.,문장,상
한 젊은이가 냉동실에서 죽은 동물들을 권투하고 있다.,문장,상
파란 드레스를 입은 여자가 휴대폰으로 걷고 이야기하고 있다.,문장,상
한 무리의 살아있는 역사 참가자들이 음악을 연주한다.,문장,상
스테인드글라스 창문 앞에 예복을 입은 아가씨들이 서 있다.,문장,상
앞치마를 입은 두 노인이 부엌에서 음식을 취급한다.,문장,상
건설 노동자들은 다음에 무엇을 할 것인지를 계획한다.,문장,상
어린이들과 어른들이 풍선 동물들과 함께 밖에 서 있습니다.,문장,상
청소년 축구 선수들은 그들의 경기에서 이기는 것을 부인한다.,문장,상
청소년 축구 선수들은 그들의 경기 승리를 축하한다.,문장,상
몇몇 젊은 어른들이 프로젝터로 무언가를 보고 있다.,문장,상
두 자매가 암스테르담에서 윈도우 쇼핑을 하고 있다.,문장,상
군중들이 먼치킨랜드의 노란 벽돌길을 따라 걷고 있다.,문장,상
구명조끼를 입은 일꾼들이 카메라를 향해 미소를 짓고 있다.,문장,상
여자는 도자기 수업에서 점토 스피너를 사용하고 있다.,문장,상
군중들이 밖에서 그들 가운데 있는 누군가를 지켜보고 있다.,문장,상
도구 벨트를 가진 남자가 지하실에서 다른 남자와 이야기한다.,문장,상
애완동물은 마당에서 강수량과 짖는 소리를 하고 있다.,문장,상
황소는 그의 최근 로데오 참가자를 물리치려고 한다.,문장,상
한 아버지가 갓난아기를 접이식 의자에 앉히고 있다.,문장,상
권투선수가 무거운 가방을 사용하여 펀치 연습을 하고 있다.,문장,상
파란색 민소매 셔츠를 입은 남자가 펀칭백을 펀칭하고 있다.,문장,상
어린 아이는 양동이에 물을 채우기 위해 수도꼭지를 사용한다.,문장,상
아프로를 든 젊은이가 오렌지색 자전거 옆을 걷는다.,문장,상
백인 여자가 전화 노점에서 전화기를 사용하고 있다.,문장,상
십대들이 풀밭에서 시험을 보기 위해 공부하고 있다.,문장,상
아프로를 가진 남자가 해변에서 하루를 보내고 있다.,문장,상
드레스를 입은 여자는 자연스럽게 금발을 가지고 있다.,문장,상
청바지에 티셔츠를 입은 남자가 트레일러에 뭔가를 싣고 있다.,문장,상
네 사람이 회의실 안에서 그들의 프로젝트에 대해 이야기한다.,문장,상
네 사람이 테이블에 둘러앉아 이야기를 나누고 있다.,문장,상
자전거 타는 사람들이 고장난 자전거를 고치고 있다.,문장,상
세 명의 스케이트보더가 번화한 도로를 여행하고 있다.,문장,상
다른 고등학교의 십대 소녀들은 잘 유지된 분야에서 경쟁한다.,문장,상
한 여자는 식탁에서 다른 여자에게 음식을 대접한다.,문장,상
보여지는 사람은 아무리 간단해도 아무것도 요리할 수 없다.,문장,상
많은 사람들이 사원에서 열리는 행사에 참석하고 있다.,문장,상
아내가 남편에게 뭔가를 말하다 얼굴을 붉히고 있다.,문장,상
많은 사람들이 상인과 음식과 함께 행사에 참석한다.,문장,상
청바지를 입은 남자가 캔에서 뭔가를 쏟아내고 있다.,문장,상
그 행사에는 소수의 사람들이 자전거를 타고 있었다.,문장,상
여기 슈퍼마켓에서 식료품을 내리는 세 사람이 있다.,문장,상
전통적인 옷을 입은 아메리카 원주민들은 뭔가를 한다.,문장,상
원주민들은 활동에 참여하기 위해 부족의 옷을 입는다.,문장,상
남녀노소 많은 사람들이 헬멧을 쓰고 모페드를 운전하고 있다.,문장,상
의자에 앉은 아가씨는 보행자에게 발을 올리고 있다.,문장,상
부상당한 아가씨가 보행자에게 다리를 얹고 앉아 쉬고 있다.,문장,상
밴드의 몇몇 사람들이 음악에 맞춰 펄쩍펄쩍 뛰었다.,문장,상
야구 경기는 선수들이 기뻐서 외치는 것으로 끝나가고 있다.,문장,상
한 농구 선수가 야외 코트에서 농구공을 덩크슛한다.,문장,상
하얀 보송보송한 개가 울타리를 통해 양들에게 키스하고 있다.,문장,상
이 야생동물들은 사진작가에 의해 사진 찍히고 있다.,문장,상
그 아가씨는 정글에서 유언장 동물들의 사진을 찍는다.,문장,상
다섯 명의 소녀들이 노인들에게 책을 읽어주고 있다.,문장,상
검은 바지와 녹색 유니폼을 입은 축구팀이 스트레칭을 한다.,문장,상
얼굴에 페인트칠을 한 어린 소년이 포장도로에서 놀고 있다.,문장,상
두 명의 십대들이 부두에 앉아서 그들의 전화기를 확인한다.,문장,상
검은 웨트슈트를 입은 대머리 남자가 조의를 표한다.,문장,상
수염을 기른 남자가 정치적 전단지를 나눠주고 있다.,문장,상
노동자들은 안전을 위해 무거운 작업화를 신고 있다.,문장,상
한 오케스트라가 건설 노동자들을 위해 음악을 연주하고 있다.,문장,상
한 무리의 음악가들이 공원 시선에서 마지막 세트를 연주한다.,문장,상
안경과 콧수염을 기른 남자가 창턱 바깥쪽에 페인트칠을 한다.,문장,상
오토바이 운전자가 먼지 자전거에 기름을 채우고 있다.,문장,상
조각가가 조각상을 만들기 위해 대리석을 쪼개고 있다.,문장,상
신혼부부는 미소를 지으며 사진을 찍기 위해 포즈를 취한다.,문장,상
한 무리의 여성들이 단풍의 경치를 간과하면서 함께 대화한다.,문장,상
그 남자는 뒷마당에 있는 그릴에서 버거를 요리하고 있었다.,문장,상
사진사는 밖에서 한 여자와 그녀의 강아지의 사진을 찍었다.,문장,상
경찰복을 입은 남자가 다른 경찰관과 이야기를 나누고 있다.,문장,상
로데오에서 두 남자가 송아지를 밧줄로 묶으려 한다.,문장,상
파란색 옷을 입은 여자가 보드워크에서 그림을 그리고 있다.,문장,상
백발의 한 노인이 구리 조각상을 보면서 카메라를 착용한다.,문장,상
버스 정류장에서 승객을 태우기 위해 버스가 정차한다.,문장,상
한 무리의 아이들이 피자 가게에서 열리는 파티에 참석한다.,문장,상
두 젊은이가 아이스링크에서 팔을 들고 포즈를 취하고 있다.,문장,상
검은 옷을 입은 남자가 스노우보드를 타고 뛰어오르고 있다.,문장,상
세일즈맨은 노인에게 드럼 키트를 팔려고 하고 있다.,문장,상
술집 주인이 그녀가 가장 좋아하는 잔을 움켜잡는다.,문장,상
유리 송풍기는 배경에 용광로가 있는 병을 형성한다.,문장,상
사람은 빨간 셔츠를 입고 다리를 가로질러 질주한다.,문장,상
녹색 셔츠를 입은 남자가 세탁실에서 뛰어내리고 있다.,문장,상
축구 선수가 필드 게이트를 넘어가려는 공을 쫓는다.,문장,상
이 사진은 자전거에 색깔이 튀는 흑백으로 편집되었다.,문장,상
방향 표지판은 도움이 필요한 사람들에게 매우 도움이 된다.,문장,상
스노우보드에 있는 사람은 공중으로 뛰어오르게 할 수 없다.,문장,상
이 끔찍한 교통사고는 모든 응급요원들을 필요로 한다.,문장,상
한 어린 소녀가 지저분한 테이블에서 공예품을 만들고 있다.,문장,상
아이가 녹색 터널 미끄럼틀을 타고 미끄러져 내려가고 있다.,문장,상
길거리에서 대형 차량에 시선이 가려진 신사가 있었다.,문장,상
버스정류장 근처에 있는 대형 트럭이 낙서로 물들었다.,문장,상
어린 소녀는 길가에서 뭔가 흥미로운 것을 발견한다.,문장,상
마라톤 주자가 보행자와 휴대용 화장실을 지나 조깅을 한다.,문장,상
보호용 안구를 착용한 젊은이가 타이어 위에서 일한다.,문장,상
안전 안경을 쓴 남자가 자전거의 타이어를 용접한다.,문장,상
검은 드레스와 모자를 쓴 할머니가 신부에게 뭔가를 지적한다.,문장,상
돈 때문에 길모퉁이에서 음악을 연주하는 듀오가 있다.,문장,상
한 여성이 다른 음악가를 위해 바이올린을 연주한다.,문장,상
길거리 밴드가 군중들로부터 돈을 얻으려고 하고 있다.,문장,상
하얀 셔츠를 입은 어린 소녀가 바이올린을 연주한다.,문장,상
검은 드레스를 입은 여자의 뒷모습이 보드워크를 걷고 있다.,문장,상
안경을 쓴 남자가 창유리의 페인트를 벗겨내고 있다.,문장,상
어떤 남자들은 사람들을 납치하는 방법에 대해 토론하고 있다.,문장,상
파란색으로 칠해진 방에서 네 사람이 카드놀이를 한다.,문장,상
남자는 자신이 좋아하는 의자에서 책을 읽으며 휴식을 취한다.,문장,상
한 여성이 사무실 환경에서 노트북으로 열심히 일한다.,문장,상
한 사람은 사무실 환경에서 노트북으로 열심히 일한다.,문장,상
한 슬픈 남자가 사무실 환경에서 노트북으로 열심히 일한다.,문장,상
이 사람은 셔츠가 트램펄린에 뛰어오르지 않은 슬픈 사람이다.,문장,상
바지를 입은 어린 소녀가 노인에게서 도망치고 있다.,문장,상
한 소녀와 소년이 접시에서 닭고기를 대접하고 있다.,문장,상
의상을 입은 남자가 할로윈에 있는 소녀에게 말한다.,문장,상
많은 아이들이 밧줄을 가지고 줄다리기를 하고 있다.,문장,상
한 사람이 애완동물 가게에서 강아지들을 보고 있다.,문장,상
도시 노동자들은 들판에서 큰 바위를 운반하고 있다.,문장,상
그 스페인 아가씨는 현금이 부족해서 세일을 하고 싶어한다.,문장,상
안경과 수염을 기른 남자가 면도기로 수염을 깎는다.,문장,상
몇몇 연금수령자들이 거리를 따라 자전거를 타고 있다.,문장,상
털이 많은 남자가 수영장에서 나와 트렁크를 잃는다.,문장,상
스노보드 타는 사람이 공중에서 속임수를 쓰고 있다.,문장,상
아빠는 식료품점의 계산대 차선에서 두 아이를 데리고 있었다.,문장,상
헝가리에서 온 수영선수가 수영장 가장자리 근처에 서 있다.,문장,상
독일에서 온 수영선수가 수영장 가장자리 근처에 앉아 있다.,문장,상
한 화가가 지역 박물관에서 미술품을 철거하고 있다.,문장,상
어떤 요리사들은 완벽한 식사를 하려고 시도하고 있다.,문장,상
한 무리의 사람들이 지하철 승강장에서 기다리고 있다.,문장,상
이것은 식품점 근처의 거리에 있는 제작진의 장면이다.,문장,상
젊은 선수들은 골을 막으려는 시도로 축구 경기에 출전한다.,문장,상
한 무리의 사람들이 언덕 꼭대기를 내려다보며 웃는다.,문장,상
치마와 하이힐을 신은 여자가 풀밭에 웅크리고 있다.,문장,상
한 고등학교 밴드가 퍼레이드에서 공연을 하고 있다.,문장,상
자전거에서 재주를 부리는 남자가 헬멧을 쓰고 있다.,문장,상
한 사람으로서 밖에서 연주하는 음악가들이 벤치에 앉아 있다.,문장,상
어떤 사람들은 자전거를 타고 저글러를 관찰하고 있다.,문장,상
스노우보더가 산장에 앉아 뜨거운 코코를 마시고 있다.,문장,상
많은 소녀들이 군중들 앞에서 크로스컨트리 경주를 하고 있다.,문장,상
그 남자들은 모래성 건축 대회에 참가한 사람들이다.,문장,상
남자들은 물의 가장자리에 모래로 물체를 만들고 있다.,문장,상
남자들은 모래성을 지은 후 수영을 가기로 결심한다.,문장,상
두 젊은이가 미끄럼틀을 타고 언덕을 내려가고 있다.,문장,상
젊은 어른들은 소파와 바닥에서 휴식을 취하고 있다.,문장,상
검은 셔츠를 입은 남자가 음료수에 둘러싸인 기타를 연주한다.,문장,상
한 남자와 그의 손자는 체스 토너먼트에서 경쟁한다.,문장,상
백조들이 낮잠을 자려고 해안을 향해 헤엄치고 있다.,문장,상
한 아프리카계 미국인 여성이 뭔가를 연구하고 있다.,문장,상
자전거를 탄 남자가 흙 경사로에서 뛰어내리고 있다.,문장,상
아내가 자전거에서 펑크난 타이어를 갈아 끼우고 있다.,문장,상
누군가가 산악자전거에 앉아 있는 소년의 사진을 찍고 있다.,문장,상
짧은 금발의 여자가 공원에서 바이올린을 들고 있다.,문장,상
패스트푸드점에서 한 무리의 사람들이 줄을 서 있다.,문장,상
마틴스의 유명한 루이지애나 소시지를 살 사람은 아무도 없다.,문장,상
분홍색 새끼들이 여우를 피해 울타리를 뛰어넘고 있다.,문장,상
다스 베이더 복장을 한 사람이 바이올린을 연주한다.,문장,상
한 무리의 등산객들이 오래된 용암층을 횡단하고 있다.,문장,상
두 소녀가 공원에서 박쥐처럼 행동하려고 하고 있다.,문장,상
응접실에는 바닥에서 쉬고 책을 읽는 사람들이 있다.,문장,상
한 무리의 사람들이 처음으로 그들의 행동을 연습한다.,문장,상
아시아 여성들이 한낮에 대도시의 보도를 걷고 있다.,문장,상
긴 곱슬머리를 가진 많은 여성들이 맥 컴퓨터를 타이핑한다.,문장,상
한 무리의 남자들이 알카트라즈로 헤엄쳐 가고 있다.,문장,상
남자는 후드 아래 주차된 빈티지 자동차를 점검한다.,문장,상
남자아이를 학교에 데려오는 우산을 들고 있는 여자가 있다.,문장,상
미키마우스 셔츠를 입은 어린 소녀가 펄쩍펄쩍 뛰었다.,문장,상
한 조각가가 기사의 사진을 벽돌담에 조각하고 있다.,문장,상
한 조각가가 여자의 사진을 벽돌담에 조각하고 있다.,문장,상
풍성하고 셔츠에 얼룩진 남자가 수평봉에 앉아 있다.,문장,상
트렌치코트를 입은 모텔 발레맨이 짐을 밀치고 있다.,문장,상
백파이퍼가 집에 앉아 새로운 직업을 찾으려고 한다.,문장,상
어린 소녀들은 롤러코스터를 타기를 기다릴 수 없다.,문장,상
안경을 쓴 벌거벗은 남자가 욕실에서 얼굴을 면도하고 있다.,문장,상
세 명의 노동자가 고속도로 근처의 경사로에 구멍을 뚫는다.,문장,상
여자는 벽돌 벽에 웅크리고 앉아 휴대폰으로 말한다.,문장,상
마이애미 농구 선수가 애리조나 주 선수에게 드리블을 한다.,문장,상
롤러 스케이트 선수가 공원에서 벤치를 갈려고 한다.,문장,상
해시계를 입은 남자가 작은 고리버들 흔들의자에 앉아 있다.,문장,상
해시계를 입은 갓난아기가 작은 흔들의자에 앉아 있다.,문장,상
파란색 트럭이 마소닉 가의 빨간 신호등에서 기다리고 있다.,문장,상
노동자들은 폭발한 화재 수력제를 고치려고 하고 있다.,문장,상
작업복이 없는 두 남자가 고국에서 시궁창을 청소하고 있다.,문장,상
흰 옷을 입은 늙은 기타리스트가 청중에게 공연한다.,문장,상
한 어린 소녀가 고속 경주에서 오토바이를 경주한다.,문장,상
두 사람은 성당이 열리기를 기다리며 둘러보고 있다.,문장,상
두 마리의 강아지가 밖에서 음식을 기다리고 있습니다.,문장,상
파티가 진행되는 동안 사람들은 대화를 나누고 있다.,문장,상
수영복을 입은 소녀가 밖으로 나가려고 기다리고 있다.,문장,상
곱슬머리의 어린 소녀가 플라스틱 컵으로 술을 마시고 있다.,문장,상
마을 사람들은 현충일에 전쟁 재연에 참여하고 있다.,문장,상
한 무리의 사람들이 퍼레이드를 하며 행진하고 있다.,문장,상
스케이트보더는 작은 빨간 야구 모자를 가지고 있다.,문장,상
분홍색 카디건을 입은 어린 소녀가 소파에서 뛰어내리고 있다.,문장,상
그녀는 햇볕에 그을리기 위해 일광욕을 하고 있었다.,문장,상
젊은 여성들이 그녀의 나이든 어머니를 도와 서류작업을 한다.,문장,상
코트를 입은 소녀가 밖으로 나가려고 기다리고 있다.,문장,상
한 무리의 소녀들이 밖에서 새끼 고양이들과 놀고 있습니다.,문장,상
세 마리의 강아지가 욕조에서 샤워기에서 물을 뿌리고 있다.,문장,상
머리는 검은색이고 그것을 착용한 여자는 안경을 쓰고 있다.,문장,상
아시아 사람들이 도시 거리에서 퍼레이드를 하고 있다.,문장,상
아프리카 소년이 바다에서 다른 사람들과 놀고 있다.,문장,상
한 젊은이가 그 게임에서 농구공을 덩크슛하려고 한다.,문장,상
흰 스웨터를 입은 허둥대는 여자가 남편에게 놀림을 받는다.,문장,상
검은 앞치마를 입은 웨이터가 테이블에서 주문을 받고 있다.,문장,상
양갈래 크리스마스 모자를 쓴 남자가 악기를 연주하고 있다.,문장,상
어릿광대 화장을 한 음악가가 기타를 연주하고 있다.,문장,상
자전거를 탄 한 무리의 남자들이 은으로 포획되었다.,문장,상
쇼핑센터 한복판에는 분수가 있는 소원 우물이 있다.,문장,상
두 소년이 흙길에서 자전거에 과일을 붙이려고 한다.,문장,상
두 소년이 흙길에서 자전거에 바구니를 붙이려고 하고 있다.,문장,상
흙길에서 과일과 자전거를 가지고 노는 아이들이 있다.,문장,상
한 무리의 사람들이 행사가 시작되기를 기다리고 있다.,문장,상
갈색머리 소녀들은 벤치에 앉아 서로 이야기를 나누고 있다.,문장,상
수영복만 입은 남자가 가슴에 자외선 차단제를 얹는다.,문장,상
미친 남자가 위에서 공격하는 방법을 계획하고 있다.,문장,상
식민지 복장을 한 여성이 물속으로 곤두박질치고 있다.,문장,상
사람이 무단 침입 전기 울타리를 어슬렁거리고 있다.,문장,상
한 쌍의 과학자들이 새로운 공식을 최대화하고 있다.,문장,상
두 명의 무술가가 막대기를 사용하여 홀드를 보여주고 있다.,문장,상
그 어린 야구선수는 배팅 케이지에서 연습하고 있다.,문장,상
잠수부가 물속에서 식물 옆에서 포즈를 취하고 있다.,문장,상
오렌지색 정장을 입은 남자가 다운된 전력선을 작업하고 있다.,문장,상
짧은 머리를 가진 여자는 젊은 여성들과 이야기를 나누었다.,문장,상
아름다운 날에 아름다운 여자가 바쁜 거리를 걷는다.,문장,상
남자들은 모두 테이블에 앉아 파이를 기다리고 있다.,문장,상
빨간 셔츠를 입은 어린 소년이 휴대폰으로 이야기하고 있다.,문장,상
청바지를 입은 어린 소년이 엄마와 전화로 이야기한다.,문장,상
긴 곱슬머리의 남자가 맞춤 전기 바이올린을 연주하고 있다.,문장,상
세 마리의 수컷 윈드서퍼들은 경험 많은 서퍼들이다.,문장,상
한 아이가 침대에서 스케이트보드 트릭을 하고 있다.,문장,상
한 아이가 스케이트 공원에서 스케이트보드 트릭을 하고 있다.,문장,상
한 연주자가 무대에서 뛰어내려 팬들 속으로 뛰어들고 있다.,문장,상
숙녀들은 우아한 흰색 드레스와 세련된 액세서리를 입고 있다.,문장,상
왕은 사람들에게 그의 새로운 왕관을 보여주고 있다.,문장,상
남자는 다른 사람에게 문신을 새기며 열심히 일한다.,문장,상
금을 입은 선수는 다른 선수로부터 공을 성공적으로 차단한다.,문장,상
기타를 연주하는 소녀는 그것이 효과가 있는지 보려고 한다.,문장,상
한 무리의 고고학자들이 알려지지 않은 공룡 종을 발견한다.,문장,상
그 남자는 기타를 치면서 사람들에게 둘러싸여 있다.,문장,상
재러드를 포함한 한 무리의 사람들이 지하철에 있다.,문장,상
한 무리의 사람들이 기차역에서 집에 가기를 기다리고 있다.,문장,상
분홍색 셔츠를 입은 소녀가 교통체증으로 자전거를 타고 있다.,문장,상
어떤 남자들은 길 한복판에서 무언가를 고치고 있다.,문장,상
여자는 살아있는 동상 거리 예술가에게 손을 키스한다.,문장,상
한 아프리카계 미국인 여성이 정원에서 토마토를 따고 있다.,문장,상
세 소녀가 다채로운 잔디밭에서 뛰어내리고 춤을 추고 있다.,문장,상
소년들은 장애물 코스에서 즐거운 시간을 보내고 있다.,문장,상
그 아이는 그들이 수영장에 뛰어드는 것을 지켜보고 있었다.,문장,상
선글라스를 쓴 남자가 베이스 기타를 연주하고 있다.,문장,상
한 십대가 스트립 몰에서 스케이트보드를 타고 있다.,문장,상
서핑을 하는 사람이 콘테스트에서 공연을 하고 있다.,문장,상
두 명의 아시아 상인이 시장에서 밀짚제품을 판매하고 있다.,문장,상
한 흑인이 양동이와 드럼스틱을 들고 거리에서 공연을 한다.,문장,상
다섯 명의 아이들이 구조물에서 포즈를 취하고 있다.,문장,상
한 사다리 예술가가 손가락으로 접시의 균형을 잡는다.,문장,상
외야수는 결승전을 위해 플라이볼을 잡기 위해 기다리고 있다.,문장,상
두 마리의 원숭이가 정글 체육관에서 놀고 있습니다.,문장,상
모든 상점들은 빈 쇼핑용 아라케이드로 폐쇄되어 있다.,문장,상
아이들과 그들의 부모는 목표물에 물이 뿌려지는 게임을 한다.,문장,상
빨간 의상을 입은 여자가 벽돌담에 악기를 연주한다.,문장,상
어린 아이와 그들의 아빠는 병원에서 유대감을 가지고 있다.,문장,상
트위드 재킷을 입은 노인이 공원을 자전거로 지나가고 있다.,문장,상
한 무리의 소년들이 아프리카에서 소를 기르는 경향이 있다.,문장,상
탁구 선수가 탁구 토너먼트에서 이기려고 하고 있다.,문장,상
탁구를 치는 사람은 상대방의 다음 행동을 예상한다.,문장,상
너바나는 매디슨 스퀘어 가든에서 공연을 하고 있다.,문장,상
노동자들은 담배를 피우고 힘든 날들에 대해 토론한다.,문장,상
건설 노동자들이 거리에서 크레인과 함께 일하고 있다.,문장,상
스케이트보더는 공룡에게 맞은 후 공중을 날고 있다.,문장,상
시멘트 경사로를 타고 스케이트보더가 공중에 떠 있다.,문장,상
스케이트보더는 사실 새이기 때문에 공중에 떠 있다.,문장,상
몇몇 여성들이 흥미로운 프로젝트를 위해 함께 일하고 있다.,문장,상
고양이와 그녀의 새끼 고양이가 바위를 검사하고 있다.,문장,상
한 무리의 사람들이 그 건물을 페인트칠하여 청소하고 있었다.,문장,상
두 개는 콘크리트로 둘러싸인 자갈밭에 관심이 있다.,문장,상
한 무리의 음악가들이 행사에서 단 하나의 드럼을 연주한다.,문장,상
한 무리의 여성들이 거리 예술가에게 감탄하고 있다.,문장,상
히피걸스는 색깔이 다른 머리카락 가닥을 가지고 있다.,문장,상
사진 속에 다채로운 머리카락을 가진 소녀가 있습니다.,문장,상
한 무리의 사람들이 나이트클럽에서 춤을 추고 있다.,문장,상
야외에서 세계에서 가장 큰 물고기를 낚시하는 남자가 있다.,문장,상
여자는 아이가 회전목마를 타는 것을 지켜보고 있다.,문장,상
그 남자는 오프로드 오토바이 경주에서 이기려고 하고 있다.,문장,상
검은 코트를 입은 남자가 에스컬레이터를 타고 내려오고 있다.,문장,상
관중들이 지켜보는 가운데 선수들이 공에 흠집을 내고 있다.,문장,상
성난 폭도들이 건물을 습격하는 방법에 대해 토론하고 있다.,문장,상
다섯 명의 크리켓 선수들이 풀밭에서 빈둥거리고 있다.,문장,상
몇몇 남자들이 잔디밭에서 함께 무릎을 꿇고 기도하고 있다.,문장,상
파란색과 검은색 장갑을 낀 사람들이 벽돌담을 칠하고 있다.,문장,상
파란 셔츠를 입은 남자가 그릴에서 햄버거를 요리한다.,문장,상
파란 셔츠를 입은 남자가 그릴에서 햄버거를 요리하고 있다.,문장,상
작은 황갈색 개가 쇠사슬로 연결된 울타리를 뛰어넘고 있다.,문장,상
하얀 머리띠를 한 남자가 콘서트에서 드럼을 연주한다.,문장,상
애완동물들은 서로의 음식을 원하기 때문에 짖고 있다.,문장,상
모하크를 가진 아이가 어두운 선글라스를 쓰고 있다.,문장,상
남자는 이미 부분적으로 산을 오르고 있는 아내를 따라잡는다.,문장,상
스파이더맨 복장을 한 아이가 초인종을 누르고 있다.,문장,상
한 아프리카계 미국인 여성이 서류를 작성하고 있다.,문장,상
그 소년은 자전거를 타고 공중으로 뛰어오르고 있다.,문장,상
고양이 한 마리가 해변에서 들어오는 조수를 헤엄치고 있다.,문장,상
모자를 쓴 남자가 밧줄을 잡고 마이크와 이야기한다.,문장,상
남녀는 피크닉 테이블을 둘러앉아 음식을 먹고 있다.,문장,상
관중들이 지켜보는 가운데 야외 가라테 경기가 열리고 있다.,문장,상
검은 셔츠를 입은 남자가 검객에게서 도망치고 있다.,문장,상
암컷들은 빠르게 흐르는 강을 건너기 위해 발다리를 사용한다.,문장,상
올림픽 체조선수가 그녀의 최고의 연기를 펼치고 있다.,문장,상
어떤 사람들은 선생님이 보는 동안 카메라로 사진을 찍는다.,문장,상
한 나이든 아시아 여성이 노점상들의 물건을 점검한다.,문장,상
